,rooms,cbd_distance,postcode,bedroom,bathroom,car,latitude,longitude,property_count,price,dist_to_coast,suburb_freq,seller_g_freq,council_area_freq,type_t,type_u,method_s_p,method_v_b,region_name_eastern_victoria,region_name_northern_metropolitan,region_name_northern_victoria,region_name_south_eastern_metropolitan,region_name_southern_metropolitan,region_name_western_metropolitan,region_name_western_victoria,parking_area_indoor,parking_area_outdoor_stall
265,2,2.6,3121.0,2.0,1.0,2.0,-37.8164,145.0136,14949.0,795250.0,137.63406506654093,334,1606,710,False,True,False,False,False,True,False,False,False,False,False,False,False
266,2,2.6,3121.0,2.0,1.0,1.0,-37.824,144.9918,14949.0,582000.0,133.44389683848857,334,501,710,False,True,False,False,False,True,False,False,False,False,False,False,True
267,1,2.6,3121.0,1.0,1.0,1.0,-37.8226,145.013,14949.0,500000.0,135.7243802442373,334,10,710,False,True,True,False,False,True,False,False,False,False,False,False,False
270,5,11.4,3084.0,4.0,2.0,1.0,-37.7395,145.0773,3540.0,1101500.0,166.76391442692866,86,2201,1105,False,False,False,False,False,False,False,False,False,False,False,False,False
271,3,6.6,3011.0,3.0,1.0,1.0,-37.8094,144.8869,2417.0,1145000.0,128.60760135218777,83,51,988,False,False,False,False,False,False,False,False,False,True,False,True,False
272,2,2.1,3205.0,2.0,2.0,1.0,-37.8341,144.9713,5943.0,593000.0,128.63375988868205,122,29,762,False,True,False,False,False,False,False,False,True,False,False,False,False
274,3,2.1,3205.0,3.0,2.0,1.0,-37.8363,144.9628,5943.0,1600000.0,127.23386528050794,122,968,762,False,False,True,False,False,False,False,False,True,False,False,False,True
277,1,3.3,3141.0,2.0,1.0,1.0,-37.8351,144.9909,14887.0,430000.0,130.0578458724902,250,1606,1099,False,True,False,False,False,False,False,False,True,False,False,False,False
278,2,3.3,3141.0,2.0,1.0,1.0,-37.8393,144.9886,14887.0,722000.0,128.6095622202346,250,1947,1099,False,True,True,False,False,False,False,False,True,False,False,False,False
279,2,3.3,3141.0,2.0,2.0,2.0,-37.8361,144.9966,14887.0,930000.0,130.2614041780345,250,1606,1099,False,True,False,False,False,False,False,False,True,False,False,True,False
280,1,3.3,3141.0,1.0,1.0,1.0,-37.8363,145.0003,14887.0,467500.0,130.52693987913898,250,370,1099,False,True,True,False,False,False,False,False,True,False,False,False,False
281,2,3.3,3141.0,2.0,1.0,0.0,-37.8391,144.9984,14887.0,475000.0,129.52940547454762,250,1018,1099,False,True,False,False,False,False,False,False,True,False,False,False,False
283,3,7.7,3015.0,3.0,1.0,3.0,-37.8272,144.8789,1223.0,1040000.0,122.57298330209635,36,1606,634,False,False,False,False,False,False,False,False,False,True,False,False,False
285,2,6.1,3182.0,2.0,1.0,1.0,-37.8679,144.9813,13240.0,509000.0,119.55473129975633,225,1606,762,False,True,False,False,False,False,False,False,True,False,False,True,False
286,4,6.1,3182.0,0.0,1.0,0.0,-37.869,144.9838,13240.0,2400000.0,119.45309597619429,225,1606,762,False,False,False,True,False,False,False,False,True,False,False,False,False
287,1,6.1,3182.0,1.0,1.0,1.0,-37.8656,144.9782,13240.0,380000.0,119.9545597224412,225,370,762,False,True,False,False,False,False,False,False,True,False,False,False,False
288,2,6.1,3182.0,0.0,1.0,0.0,-37.8715,144.9816,13240.0,502000.0,118.53096211776293,225,235,762,False,True,False,False,False,False,False,False,True,False,False,False,False
292,3,9.7,3041.0,3.0,2.0,2.0,-37.7356,144.9242,3284.0,905000.0,154.51933763800727,101,39,1233,False,False,False,False,False,False,False,False,False,True,False,False,False
296,4,9.7,3041.0,4.0,2.0,2.0,-37.7207,144.9073,3284.0,1052000.0,157.70566086698065,101,39,1233,False,False,False,False,False,False,False,False,False,True,False,False,False
302,4,13.3,3020.0,4.0,1.0,1.0,-37.7694,144.8321,4217.0,716000.0,135.95248155748263,90,1856,1080,False,False,False,False,False,False,False,False,False,True,False,True,False
304,3,13.5,3020.0,3.0,1.0,2.0,-37.8004,144.8105,6763.0,496000.0,124.60991751247366,131,1856,1080,False,False,False,False,False,False,False,False,False,True,False,False,False
305,4,11.2,3127.0,4.0,3.0,2.0,-37.8154,145.0927,5457.0,2440000.0,144.88225363498626,162,968,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
306,3,11.2,3127.0,4.0,2.0,2.0,-37.8332,145.1105,5457.0,1110000.0,141.1256719853936,162,472,1906,True,False,False,False,False,False,False,False,True,False,False,False,False
307,4,11.2,3127.0,4.0,3.0,2.0,-37.8239,145.0969,5457.0,2128000.0,142.7046762314977,162,472,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
308,3,11.2,3127.0,3.0,1.0,2.0,-37.822,145.0897,5457.0,2009000.0,142.64053354591385,162,314,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
309,5,11.2,3127.0,5.0,3.0,2.0,-37.8175,145.0987,5457.0,2200000.0,144.7791074316055,162,236,1906,False,False,False,True,False,False,False,False,True,False,False,False,False
310,3,13.8,3107.0,4.0,2.0,2.0,-37.7642,145.1157,5420.0,1150000.0,162.4798763159846,127,1171,623,False,False,False,False,False,False,False,False,False,False,False,True,False
313,3,6.5,3071.0,3.0,1.0,1.0,-37.7591,145.0211,8870.0,510000.0,155.73794681040567,203,1947,1783,False,True,False,True,False,True,False,False,False,False,False,False,True
315,4,13.8,3084.0,4.0,2.0,2.0,-37.735,145.0921,2698.0,910000.0,169.47098862111025,62,280,1105,False,False,False,False,False,False,False,False,False,False,False,False,False
316,3,13.8,3084.0,4.0,2.0,2.0,-37.7322,145.0995,2698.0,960000.0,170.99799033795264,62,280,1105,False,False,False,False,False,False,False,False,False,False,False,False,False
319,4,8.0,3016.0,3.0,2.0,1.0,-37.855,144.8905,6380.0,1325000.0,115.36243408432424,153,1606,634,False,False,False,False,False,False,False,False,False,True,False,False,False
320,4,8.0,3016.0,4.0,2.0,1.0,-37.8613,144.8988,6380.0,1400000.0,114.24278581802047,153,17,634,False,False,False,False,False,False,False,False,False,True,False,False,False
322,3,8.0,3016.0,3.0,1.0,1.0,-37.8681,144.8994,6380.0,1535000.0,112.30732422550867,153,355,634,False,False,False,False,False,False,False,False,False,True,False,False,False
324,2,5.1,3181.0,2.0,2.0,1.0,-37.8558,144.9903,4380.0,580000.0,123.88908136932507,73,1947,762,False,True,False,True,False,False,False,False,True,False,False,False,False
326,4,15.0,3085.0,4.0,1.0,1.0,-37.7251,145.1053,1369.0,700000.0,173.73556772894457,30,1856,1105,False,False,False,False,False,True,False,False,False,False,False,True,False
328,3,7.0,3013.0,3.0,2.0,1.0,-37.8228,144.8799,6543.0,1000000.0,123.97422393067846,216,329,988,False,False,False,False,False,False,False,False,False,True,False,False,False
330,2,7.0,3013.0,3.0,1.0,2.0,-37.8149,144.8707,6543.0,890000.0,125.53180022677027,216,152,988,False,False,True,False,False,False,False,False,False,True,False,True,False
331,2,7.0,3013.0,2.0,1.0,1.0,-37.8176,144.8911,6543.0,760000.0,126.5140950212325,216,329,988,False,False,True,False,False,False,False,False,False,True,False,False,False
332,3,7.0,3013.0,3.0,1.0,0.0,-37.8175,144.8879,6543.0,1165000.0,126.26298126520393,216,152,988,False,False,False,False,False,False,False,False,False,True,False,False,False
333,2,2.5,3067.0,2.0,1.0,1.0,-37.7996,144.9984,4019.0,1480000.0,141.36043000727355,77,501,710,False,False,False,False,False,True,False,False,False,False,False,False,True
334,3,13.5,3042.0,3.0,2.0,1.0,-37.7203,144.8755,3464.0,730000.0,155.03469800251202,102,2201,1233,False,False,False,True,False,False,False,False,False,True,False,False,False
335,5,13.8,3018.0,5.0,3.0,3.0,-37.8721,144.8105,5301.0,1525000.0,103.33811385666554,92,355,634,False,False,False,False,False,False,False,False,False,True,False,False,False
336,2,6.3,3143.0,2.0,1.0,0.0,-37.8539,145.0284,4836.0,550000.0,127.79266188504813,113,314,666,False,True,False,True,False,False,False,False,True,False,False,False,False
337,3,6.3,3143.0,3.0,2.0,2.0,-37.8552,145.016,4836.0,995000.0,126.32170366501124,113,968,666,False,True,False,False,False,False,False,False,True,False,False,False,False
338,3,6.3,3143.0,3.0,2.0,2.0,-37.854,145.0135,4836.0,1205000.0,126.45510752505615,113,1947,666,True,False,False,False,False,False,False,False,True,False,False,True,False
341,3,6.3,3143.0,3.0,2.0,2.0,-37.8614,145.0274,4836.0,1939000.0,125.50274998651089,113,1947,666,False,False,False,False,False,False,False,False,True,False,False,False,True
342,1,6.3,3143.0,1.0,1.0,0.0,-37.853,145.0167,4836.0,421500.0,127.03029544069676,113,501,666,False,True,False,False,False,False,False,False,True,False,False,False,False
344,3,5.9,3032.0,3.0,1.0,2.0,-37.7777,144.9195,6567.0,940000.0,141.0901913962799,176,2201,1233,False,False,False,False,False,False,False,False,False,True,False,False,False
345,2,5.9,3032.0,2.0,1.0,1.0,-37.7761,144.9201,6567.0,467000.0,141.63255084439226,176,479,1233,False,True,True,False,False,False,False,False,False,True,False,False,False
347,3,11.0,3147.0,3.0,2.0,2.0,-37.8673,145.0688,3052.0,1670000.0,127.41057251273654,75,1947,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
348,3,11.0,3147.0,3.0,2.0,2.0,-37.8655,145.0807,3052.0,955000.0,128.9813175866336,75,1018,1906,True,False,False,False,False,False,False,False,True,False,False,False,False
349,3,11.0,3147.0,3.0,3.0,4.0,-37.874,145.0714,3052.0,2050000.0,125.68471466219226,75,472,1906,True,False,False,False,False,False,False,False,True,False,False,False,False
351,3,12.2,3147.0,3.0,1.0,1.0,-37.867,145.1092,2894.0,1250000.0,131.0444915632407,66,430,755,False,False,False,False,False,False,False,False,True,False,False,False,False
352,3,10.5,3034.0,3.0,3.0,1.0,-37.77,144.8572,4502.0,851000.0,137.97439727470433,113,2201,1233,True,False,False,False,False,False,False,False,False,True,False,True,False
354,2,6.6,3183.0,2.0,1.0,2.0,-37.8731,144.9958,2952.0,410000.0,119.31125506620607,38,1606,762,False,True,False,False,False,False,False,False,True,False,False,False,False
355,3,9.7,3103.0,3.0,2.0,2.0,-37.8161,145.0812,5682.0,1070000.0,143.6619766295473,158,83,1906,False,True,False,False,False,False,False,False,True,False,False,False,False
358,5,9.7,3103.0,5.0,3.0,2.0,-37.8028,145.0768,5682.0,2570000.0,147.28074996095862,158,236,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
359,4,9.7,3103.0,4.0,2.0,2.0,-37.8147,145.0748,5682.0,2400000.0,143.5201195537492,158,166,1906,False,False,False,True,False,False,False,False,True,False,False,False,False
362,2,9.7,3103.0,2.0,1.0,1.0,-37.8124,145.0916,5682.0,806000.0,145.68705360591682,158,314,1906,False,True,False,False,False,False,False,False,True,False,False,False,False
364,2,9.7,3103.0,2.0,2.0,2.0,-37.8134,145.0972,5682.0,1215000.0,145.8783382262051,158,1947,1906,False,False,False,False,False,False,False,False,True,False,False,True,False
365,5,9.7,3103.0,5.0,3.0,2.0,-37.8061,145.0801,5682.0,2250000.0,146.57430857117836,158,314,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
367,4,9.2,3104.0,4.0,2.0,2.0,-37.7917,145.0868,7809.0,1905000.0,151.52318298486713,231,314,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
368,5,9.2,3104.0,5.0,4.0,2.0,-37.7907,145.0907,7809.0,3300000.0,152.16986274548916,231,1606,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
369,4,9.2,3104.0,4.0,2.0,2.0,-37.7988,145.0726,7809.0,1900000.0,148.1217026923151,231,472,1906,False,False,False,True,False,False,False,False,True,False,False,True,False
370,3,9.2,3104.0,3.0,1.0,2.0,-37.8002,145.0949,7809.0,2251000.0,149.65716060124697,231,968,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
374,4,9.2,3104.0,4.0,2.0,2.0,-37.7906,145.0788,7809.0,2205000.0,151.1546338831299,231,166,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
375,3,9.2,3104.0,3.0,2.0,1.0,-37.7947,145.1035,7809.0,1265000.0,152.07946273772552,231,1606,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
376,2,13.0,3204.0,2.0,1.0,4.0,-37.9207,145.0479,6795.0,1550000.0,110.196125075414,207,430,1209,False,False,False,False,False,False,False,False,True,False,False,False,False
377,4,13.0,3204.0,4.0,1.0,4.0,-37.9305,145.0449,6795.0,1420000.0,107.15838224733837,207,430,1209,False,False,False,False,False,False,False,False,True,False,False,True,False
378,3,13.0,3204.0,3.0,2.0,2.0,-37.9311,145.0428,6795.0,1425000.0,106.80481446098766,207,1018,1209,False,False,False,False,False,False,False,False,True,False,False,False,False
379,2,13.0,3204.0,2.0,1.0,1.0,-37.9204,145.0443,6795.0,851000.0,109.96551991498335,207,1606,1209,True,False,False,False,False,False,False,False,True,False,False,False,False
380,2,13.9,3165.0,2.0,1.0,2.0,-37.9255,145.0796,10969.0,746000.0,111.61566644998727,353,1606,1209,False,True,False,False,False,False,False,False,True,False,False,False,True
382,1,13.9,3165.0,1.0,1.0,1.0,-37.9181,145.0586,10969.0,580000.0,111.87333146603223,353,430,1209,False,True,False,False,False,False,False,False,True,False,False,False,False
384,5,13.9,3165.0,5.0,2.0,2.0,-37.9333,145.0602,10969.0,1275000.0,107.71018480040895,353,1018,1209,False,False,True,False,False,False,False,False,True,False,False,True,False
388,3,13.9,3165.0,3.0,1.0,2.0,-37.9155,145.0723,10969.0,1206000.0,113.81481291449067,353,101,1209,False,False,False,False,False,False,False,False,True,False,False,True,False
394,4,11.2,3186.0,4.0,2.0,2.0,-37.8927,145.0005,10579.0,1830000.0,114.0461745698529,247,235,979,False,False,False,False,False,False,False,False,True,False,False,False,False
399,2,11.2,3186.0,2.0,1.0,2.0,-37.9081,145.0043,10579.0,536000.0,109.96027480947012,247,235,979,False,True,True,False,False,False,False,False,True,False,False,False,False
403,3,11.2,3186.0,3.0,1.0,2.0,-37.9172,144.996,10579.0,1975000.0,106.63801009864952,247,1018,979,False,False,False,False,False,False,False,False,True,False,False,False,False
407,4,10.7,3187.0,4.0,3.0,2.0,-37.9162,145.0219,6938.0,1310000.0,109.19442173538484,201,1606,979,False,False,False,False,False,False,False,False,True,False,False,False,False
410,2,10.7,3187.0,2.0,1.0,2.0,-37.9077,145.0229,6938.0,1250000.0,111.7063946684097,201,1606,979,False,False,True,False,False,False,False,False,True,False,False,False,False
412,4,10.7,3187.0,4.0,2.0,2.0,-37.9022,145.0125,6938.0,2504000.0,112.36851264908205,201,968,979,False,False,False,False,False,False,False,False,True,False,False,False,False
413,2,10.7,3187.0,2.0,1.0,1.0,-37.9195,145.0067,6938.0,700000.0,106.92295729668693,201,1606,979,False,True,False,False,False,False,False,False,True,False,False,True,False
414,2,10.7,3187.0,2.0,1.0,3.0,-37.9318,145.0293,6938.0,750000.0,105.4232814373527,201,1018,979,False,True,True,False,False,False,False,False,True,False,False,False,False
415,4,5.2,3056.0,4.0,3.0,1.0,-37.7713,144.9643,11918.0,1802500.0,146.98864743043256,310,1947,1346,False,False,False,False,False,True,False,False,False,False,False,False,False
416,4,5.2,3056.0,4.0,3.0,1.0,-37.7624,144.9671,11918.0,1500000.0,149.97269621388733,310,2201,1346,False,False,False,True,False,True,False,False,False,False,False,False,False
418,2,5.9,3055.0,2.0,1.0,1.0,-37.7514,144.9288,7082.0,320000.0,150.00654176381747,147,2201,1346,False,True,False,False,False,True,False,False,False,False,False,False,False
419,3,5.9,3055.0,3.0,1.0,1.0,-37.7564,144.9422,7082.0,1190000.0,149.63651157594495,147,2201,1346,False,False,False,False,False,True,False,False,False,False,False,True,False
421,4,11.8,3105.0,4.0,3.0,2.0,-37.7695,145.082,4480.0,1505000.0,157.88648025006614,95,1947,623,False,False,False,False,False,False,False,False,False,False,False,False,False
423,3,11.7,3125.0,3.0,1.0,2.0,-37.851,145.1169,5678.0,1390000.0,136.41658021225794,111,472,755,False,False,False,False,False,False,False,False,True,False,False,False,False
426,3,11.7,3125.0,3.0,1.0,2.0,-37.8562,145.1104,5678.0,1300000.0,134.31532343040692,111,275,755,False,False,False,False,False,False,False,False,True,False,False,False,False
427,4,11.7,3125.0,4.0,2.0,2.0,-37.8538,145.127,5678.0,1890000.0,136.47860462173773,111,1171,755,False,False,False,False,False,False,False,False,True,False,False,False,True
428,3,11.7,3125.0,3.0,2.0,2.0,-37.8516,145.1056,5678.0,1022500.0,135.24765329879963,111,1171,755,False,True,False,False,False,False,False,False,True,False,False,False,False
429,3,11.7,3125.0,3.0,1.0,1.0,-37.8561,145.1054,5678.0,1250000.0,133.9057604267689,111,472,755,False,False,False,True,False,False,False,False,True,False,False,False,False
431,2,7.8,3124.0,2.0,1.0,2.0,-37.8231,145.0585,8920.0,1017000.0,139.57117847291008,198,1947,1906,False,True,False,False,False,False,False,False,True,False,False,True,False
432,2,7.8,3124.0,2.0,1.0,1.0,-37.8459,145.088,8920.0,729000.0,135.384305387264,198,314,1906,False,True,False,False,False,False,False,False,True,False,False,False,False
433,5,7.8,3124.0,5.0,4.0,1.0,-37.8386,145.067,8920.0,2600000.0,135.70158510489847,198,968,1906,False,False,False,True,False,False,False,False,True,False,False,False,False
439,3,7.8,3124.0,3.0,2.0,2.0,-37.8365,145.0802,8920.0,1650000.0,137.4839721965224,198,968,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
441,3,9.0,3126.0,3.0,1.0,1.0,-37.8265,145.072,3265.0,1587500.0,139.74110527196927,72,968,1906,False,False,False,False,False,False,False,False,True,False,False,False,False
445,2,11.4,3163.0,2.0,1.0,1.0,-37.897,145.0593,7822.0,600000.0,117.96784949025134,171,430,1209,False,True,True,False,False,False,False,False,True,False,False,False,False
446,3,11.4,3163.0,3.0,1.0,2.0,-37.8876,145.0502,7822.0,1295000.0,119.87919514224285,171,1606,1209,False,False,False,False,False,False,False,False,True,False,False,False,False
447,4,11.4,3163.0,4.0,2.0,0.0,-37.8877,145.0507,7822.0,1275000.0,119.89417263884427,171,1606,1209,False,False,False,False,False,False,False,False,True,False,False,False,True
448,3,11.4,3163.0,3.0,1.0,1.0,-37.8982,145.0461,7822.0,1620000.0,116.4646922194441,171,1018,1209,False,False,False,False,False,False,False,False,True,False,False,False,False
449,4,8.9,3162.0,4.0,3.0,2.0,-37.8864,145.0326,2379.0,1600000.0,118.68160663622473,13,235,1209,True,False,True,False,False,False,False,False,True,False,False,False,False
450,5,8.9,3162.0,5.0,2.0,2.0,-37.8849,145.0341,2379.0,1665000.0,119.24717246640874,13,235,1209,False,False,False,False,False,False,False,False,True,False,False,False,False
452,3,9.3,3162.0,3.0,1.0,2.0,-37.8874,145.019,5051.0,1460000.0,117.1990474532103,70,1606,1209,False,False,False,False,False,False,False,False,True,False,False,False,False
